"id","firstname","lastname","birthyear","zipcode","gamma.1","gamma.2","gamma.3","gamma.4","posterior","firstname_a","lastname_a","birthyear_a","zipcode_a","firstname_b","lastname_b","birthyear_b","zipcode_b","first_name_distance","last_name_distance","birth_year_distance","posterior_bin"
7598,"John","Rodriguez",1979,12645,2,2,2,2,0.999606254813491,"John","Rodriguez",1979,12645,"John","Rodriguez",1979,12645,0,0,0,"(0.9,1]"
7599,"Michael","Martinez",1990,19242,2,2,0,2,0.953764941384782,"Michael","Martinez",1990,19242,"Michael","Martinez",1988,19242,0,0,2,"(0.9,1]"
7600,"Michael","Smith",1989,13858,2,2,2,2,0.999606254813491,"Michael","Smith",1989,13858,"Michael","Smith",1989,13858,0,0,0,"(0.9,1]"
7601,"David","Jones",1992,12913,2,2,2,2,0.999606254813491,"David","Jones",1992,12913,"David","Jones",1992,12913,0,0,0,"(0.9,1]"
7602,"David","Brown",1996,12187,2,0,0,2,0.350824129674507,"David","Brown",1996,12187,"David","arodn",1994,12187,0,2,2,"(0.3,0.4]"
7603,"David","Rodriguez",1987,11266,2,2,2,2,0.999606254813491,"David","Rodriguez",1987,11266,"David","Rodriguez",1987,11266,0,0,0,"(0.9,1]"
7604,"Emma","Miller",2000,10705,2,2,2,2,0.999606254813491,"Emma","Miller",2000,10705,"Emma","Miller",2000,10705,0,0,0,"(0.9,1]"
7605,"Michael","Garcia",1993,18882,2,2,2,2,0.999606254813491,"Michael","Garcia",1993,18882,"Michael","Garcia",1993,18882,0,0,0,"(0.9,1]"
7606,"Emma","Williams",1982,11716,2,0,2,2,0.9851868388166,"Emma","Williams",1982,11716,"Emma","wiwxonms",1982,11716,0,5,0,"(0.9,1]"
7607,"Olivia","Rodriguez",1989,19652,2,2,2,2,0.999606254813491,"Olivia","Rodriguez",1989,19652,"Olivia","Rodriguez",1989,19652,0,0,0,"(0.9,1]"
7608,"Emily","Garcia",1975,17101,2,0,2,2,0.9851868388166,"Emily","Garcia",1975,17101,"Emily","darcrb",1975,17101,0,3,0,"(0.9,1]"
7609,"Michael","Rodriguez",1984,11263,0,2,2,2,0.985296268614473,"Michael","Rodriguez",1984,11263,"Miphanu","Rodriguez",1984,11263,3,0,0,"(0.9,1]"
7610,"David","Williams",1975,12530,2,2,2,2,0.999606254813491,"David","Williams",1975,12530,"David","Williams",1975,12530,0,0,0,"(0.9,1]"
7611,"Emma","Martinez",1999,10789,2,2,2,2,0.999606254813491,"Emma","Martinez",1999,10789,"Emma","Martinez",1999,10789,0,0,0,"(0.9,1]"
7612,"John","Smith",1996,11945,2,0,2,2,0.9851868388166,"John","Smith",1996,11945,"John","hjdth",1996,11945,0,3,0,"(0.9,1]"
7613,"Olivia","Brown",1975,19129,2,2,2,2,0.999606254813491,"Olivia","Brown",1975,19129,"Olivia","Brown",1975,19129,0,0,0,"(0.9,1]"
7614,"William","Garcia",1986,18443,0,2,2,2,0.985296268614473,"William","Garcia",1986,18443,"skijhqo","Garcia",1986,18443,7,0,0,"(0.9,1]"
7615,"David","Garcia",1992,14893,2,2,2,2,0.999606254813491,"David","Garcia",1992,14893,"David","Garcia",1992,14893,0,0,0,"(0.9,1]"
7616,"James","Williams",1975,12127,2,2,0,2,0.953764941384782,"James","Williams",1975,12127,"James","Williams",1974,12127,0,0,1,"(0.9,1]"
7617,"James","Rodriguez",1970,15926,0,2,2,2,0.985296268614473,"James","Rodriguez",1970,15926,"follf","Rodriguez",1970,15926,5,0,0,"(0.9,1]"
7618,"James","Smith",1992,10262,2,2,2,2,0.999606254813491,"James","Smith",1992,10262,"James","Smith",1992,10262,0,0,0,"(0.9,1]"
7619,"Michael","Davis",1995,17680,2,2,2,2,0.999606254813491,"Michael","Davis",1995,17680,"Michael","Davis",1995,17680,0,0,0,"(0.9,1]"
7620,"Jane","Williams",1998,15517,0,2,2,2,0.985296268614473,"Jane","Williams",1998,15517,"kanl","Williams",1998,15517,2,0,0,"(0.9,1]"
7621,"John","Davis",1995,10871,2,2,2,2,0.999606254813491,"John","Davis",1995,10871,"John","Davis",1995,10871,0,0,0,"(0.9,1]"
7622,"James","Davis",1984,15834,2,0,2,2,0.9851868388166,"James","Davis",1984,15834,"James","xrgys",1984,15834,0,4,0,"(0.9,1]"
7623,"David","Rodriguez",2000,18204,2,0,2,2,0.9851868388166,"David","Rodriguez",2000,18204,"David","Rodrasrez",2000,18204,0,3,0,"(0.9,1]"
7624,"Emily","Jones",1987,14895,0,2,2,2,0.985296268614473,"Emily","Jones",1987,14895,"Etnly","Jones",1987,14895,2,0,0,"(0.9,1]"
7625,"Jane","Williams",1993,13123,2,2,2,2,0.999606254813491,"Jane","Williams",1993,13123,"Jane","Williams",1993,13123,0,0,0,"(0.9,1]"
7626,"John","Williams",1980,15922,0,2,2,2,0.985296268614473,"John","Williams",1980,15922,"Jcfn","Williams",1980,15922,2,0,0,"(0.9,1]"
7627,"James","Garcia",1980,12215,2,2,0,2,0.953764941384782,"James","Garcia",1980,12215,"James","Garcia",1979,12215,0,0,1,"(0.9,1]"
7628,"James","Williams",1999,13596,0,0,2,2,0.637087109523096,"James","Williams",1999,13596,"kases","Wijleams",1999,13596,2,2,0,"(0.6,0.7]"
7629,"John","Rodriguez",2000,13050,2,2,2,2,0.999606254813491,"John","Rodriguez",2000,13050,"John","Rodriguez",2000,13050,0,0,0,"(0.9,1]"
7630,"William","Williams",1996,19464,0,2,2,2,0.985296268614473,"William","Williams",1996,19464,"Wilxiao","Williams",1996,19464,2,0,0,"(0.9,1]"
7631,"David","Davis",1997,12162,2,2,0,2,0.953764941384782,"David","Davis",1997,12162,"David","Davis",1995,12162,0,0,2,"(0.9,1]"
7632,"Olivia","Williams",1983,12603,2,0,2,2,0.9851868388166,"Olivia","Williams",1983,12603,"Olivia","Willibiy",1983,12603,0,3,0,"(0.9,1]"
7633,"James","Williams",1993,15526,2,2,2,2,0.999606254813491,"James","Williams",1993,15526,"James","Williams",1993,15526,0,0,0,"(0.9,1]"
7634,"David","Jones",1994,12721,2,2,2,2,0.999606254813491,"David","Jones",1994,12721,"David","Jones",1994,12721,0,0,0,"(0.9,1]"
7635,"James","Brown",2000,14744,0,0,2,2,0.637087109523096,"James","Brown",2000,14744,"Jamej","zroni",2000,14744,1,3,0,"(0.6,0.7]"
7636,"David","Garcia",1981,13044,2,0,2,2,0.9851868388166,"David","Garcia",1981,13044,"David","Glrkka",1981,13044,0,3,0,"(0.9,1]"
7637,"David","Garcia",1971,17604,2,2,2,2,0.999606254813491,"David","Garcia",1971,17604,"David","Garcia",1971,17604,0,0,0,"(0.9,1]"
7638,"Emily","Rodriguez",1973,14042,2,0,0,2,0.350824129674507,"Emily","Rodriguez",1973,14042,"Emily","ibdrxrkaw",1971,14042,0,7,2,"(0.3,0.4]"
7639,"William","Williams",1991,12783,2,2,2,2,0.999606254813491,"William","Williams",1991,12783,"William","Williams",1991,12783,0,0,0,"(0.9,1]"
7640,"Emily","Williams",1991,18048,2,2,2,2,0.999606254813491,"Emily","Williams",1991,18048,"Emily","Williams",1991,18048,0,0,0,"(0.9,1]"
7641,"William","Williams",1998,11204,2,2,2,2,0.999606254813491,"William","Williams",1998,11204,"William","Williams",1998,11204,0,0,0,"(0.9,1]"
7642,"Sarah","Martinez",1982,12575,2,2,2,2,0.999606254813491,"Sarah","Martinez",1982,12575,"Sarah","Martinez",1982,12575,0,0,0,"(0.9,1]"
7643,"Jane","Williams",1973,14711,2,0,2,2,0.9851868388166,"Jane","Williams",1973,14711,"Jane","Wilmeams",1973,14711,0,2,0,"(0.9,1]"
7644,"David","Johnson",1996,18340,2,2,2,2,0.999606254813491,"David","Johnson",1996,18340,"David","Johnson",1996,18340,0,0,0,"(0.9,1]"
7645,"Michael","Garcia",1970,19351,2,2,2,2,0.999606254813491,"Michael","Garcia",1970,19351,"Michael","Garcia",1970,19351,0,0,0,"(0.9,1]"
7646,"James","Johnson",1982,16099,2,2,2,2,0.999606254813491,"James","Johnson",1982,16099,"James","Johnson",1982,16099,0,0,0,"(0.9,1]"
7647,"Sarah","Jones",1989,16276,2,2,0,2,0.953764941384782,"Sarah","Jones",1989,16276,"Sarah","Jones",1987,16276,0,0,2,"(0.9,1]"
7648,"William","Johnson",1970,19498,2,2,0,2,0.953764941384782,"William","Johnson",1970,19498,"William","Johnson",1968,19498,0,0,2,"(0.9,1]"
7649,"Jane","Rodriguez",1984,11233,0,2,2,2,0.985296268614473,"Jane","Rodriguez",1984,11233,"dwka","Rodriguez",1984,11233,4,0,0,"(0.9,1]"
7650,"Olivia","Martinez",2000,18893,2,2,2,2,0.999606254813491,"Olivia","Martinez",2000,18893,"Olivia","Martinez",2000,18893,0,0,0,"(0.9,1]"
7651,"Emma","Brown",1997,12147,0,2,2,2,0.985296268614473,"Emma","Brown",1997,12147,"Ehma","Brown",1997,12147,1,0,0,"(0.9,1]"
7652,"Olivia","Williams",1973,12344,2,2,2,2,0.999606254813491,"Olivia","Williams",1973,12344,"Olivia","Williams",1973,12344,0,0,0,"(0.9,1]"
7653,"Jane","Johnson",1999,14347,2,2,0,2,0.953764941384782,"Jane","Johnson",1999,14347,"Jane","Johnson",1997,14347,0,0,2,"(0.9,1]"
7654,"James","Johnson",1988,14266,2,2,2,2,0.999606254813491,"James","Johnson",1988,14266,"James","Johnson",1988,14266,0,0,0,"(0.9,1]"
7655,"Olivia","Williams",1982,11315,2,2,2,2,0.999606254813491,"Olivia","Williams",1982,11315,"Olivia","Williams",1982,11315,0,0,0,"(0.9,1]"
7656,"Jane","Miller",1986,12564,2,2,2,2,0.999606254813491,"Jane","Miller",1986,12564,"Jane","Miller",1986,12564,0,0,0,"(0.9,1]"
7657,"Sarah","Smith",1994,10704,2,2,2,2,0.999606254813491,"Sarah","Smith",1994,10704,"Sarah","Smith",1994,10704,0,0,0,"(0.9,1]"
7658,"Jane","Brown",2000,16490,2,2,2,2,0.999606254813491,"Jane","Brown",2000,16490,"Jane","Brown",2000,16490,0,0,0,"(0.9,1]"
7659,"Emma","Brown",1971,16947,2,2,0,2,0.953764941384782,"Emma","Brown",1971,16947,"Emma","Brown",1973,16947,0,0,2,"(0.9,1]"
7660,"Michael","Smith",1998,12658,2,2,2,2,0.999606254813491,"Michael","Smith",1998,12658,"Michael","Smith",1998,12658,0,0,0,"(0.9,1]"
7661,"Michael","Miller",1974,19929,0,2,2,2,0.985296268614473,"Michael","Miller",1974,19929,"Mideaky","Miller",1974,19929,4,0,0,"(0.9,1]"
7662,"Jane","Johnson",1988,19808,2,0,2,2,0.9851868388166,"Jane","Johnson",1988,19808,"Jane","nkmfpql",1988,19808,0,7,0,"(0.9,1]"
7663,"James","Rodriguez",1996,14676,2,0,2,2,0.9851868388166,"James","Rodriguez",1996,14676,"James","Roqrigpez",1996,14676,0,2,0,"(0.9,1]"
7664,"Olivia","Miller",1998,18112,2,2,2,2,0.999606254813491,"Olivia","Miller",1998,18112,"Olivia","Miller",1998,18112,0,0,0,"(0.9,1]"
7665,"John","Garcia",1971,18454,2,2,2,2,0.999606254813491,"John","Garcia",1971,18454,"John","Garcia",1971,18454,0,0,0,"(0.9,1]"
7666,"James","Johnson",1984,15726,0,2,2,2,0.985296268614473,"James","Johnson",1984,15726,"Jtias","Johnson",1984,15726,3,0,0,"(0.9,1]"
7667,"Michael","Johnson",1977,11699,2,2,2,2,0.999606254813491,"Michael","Johnson",1977,11699,"Michael","Johnson",1977,11699,0,0,0,"(0.9,1]"
7668,"Emma","Williams",1994,12159,2,2,2,2,0.999606254813491,"Emma","Williams",1994,12159,"Emma","Williams",1994,12159,0,0,0,"(0.9,1]"
7669,"Emma","Garcia",2000,14806,2,0,2,2,0.9851868388166,"Emma","Garcia",2000,14806,"Emma","Gaxxti",2000,14806,0,4,0,"(0.9,1]"
7670,"Emma","Martinez",1988,10289,2,0,2,2,0.9851868388166,"Emma","Martinez",1988,10289,"Emma","parbonpb",1988,10289,0,5,0,"(0.9,1]"
7671,"Emily","Brown",1973,16609,2,2,2,2,0.999606254813491,"Emily","Brown",1973,16609,"Emily","Brown",1973,16609,0,0,0,"(0.9,1]"
7672,"Jane","Rodriguez",1974,19331,0,2,2,2,0.985296268614473,"Jane","Rodriguez",1974,19331,"dcne","Rodriguez",1974,19331,2,0,0,"(0.9,1]"
7673,"Jane","Johnson",1977,10109,0,2,2,2,0.985296268614473,"Jane","Johnson",1977,10109,"kato","Johnson",1977,10109,3,0,0,"(0.9,1]"
7674,"James","Davis",1999,12378,0,2,2,2,0.985296268614473,"James","Davis",1999,12378,"ztmms","Davis",1999,12378,3,0,0,"(0.9,1]"
7675,"Emma","Smith",1983,11587,2,2,2,2,0.999606254813491,"Emma","Smith",1983,11587,"Emma","Smith",1983,11587,0,0,0,"(0.9,1]"
7676,"Olivia","Smith",1996,14481,2,2,2,2,0.999606254813491,"Olivia","Smith",1996,14481,"Olivia","Smith",1996,14481,0,0,0,"(0.9,1]"
7677,"John","Garcia",1975,18292,0,2,2,2,0.985296268614473,"John","Garcia",1975,18292,"vcup","Garcia",1975,18292,4,0,0,"(0.9,1]"
7678,"William","Miller",1978,16050,2,2,2,2,0.999606254813491,"William","Miller",1978,16050,"William","Miller",1978,16050,0,0,0,"(0.9,1]"
7679,"Michael","Jones",1973,12346,2,2,2,2,0.999606254813491,"Michael","Jones",1973,12346,"Michael","Jones",1973,12346,0,0,0,"(0.9,1]"
7680,"John","Johnson",1996,15021,2,2,2,2,0.999606254813491,"John","Johnson",1996,15021,"John","Johnson",1996,15021,0,0,0,"(0.9,1]"
7681,"Olivia","Martinez",1994,10195,2,2,2,2,0.999606254813491,"Olivia","Martinez",1994,10195,"Olivia","Martinez",1994,10195,0,0,0,"(0.9,1]"
7682,"James","Johnson",1989,14028,2,2,2,2,0.999606254813491,"James","Johnson",1989,14028,"James","Johnson",1989,14028,0,0,0,"(0.9,1]"
7683,"Emma","Rodriguez",1989,18449,2,0,2,2,0.9851868388166,"Emma","Rodriguez",1989,18449,"Emma","tosnwpuph",1989,18449,0,7,0,"(0.9,1]"
7684,"John","Davis",1975,12892,2,2,2,2,0.999606254813491,"John","Davis",1975,12892,"John","Davis",1975,12892,0,0,0,"(0.9,1]"
7685,"Jane","Johnson",1979,11572,0,0,2,2,0.637087109523096,"Jane","Johnson",1979,11572,"awne","wofcson",1979,11572,2,3,0,"(0.6,0.7]"
7686,"Jane","Williams",1980,11283,2,2,0,2,0.953764941384782,"Jane","Williams",1980,11283,"Jane","Williams",1979,11283,0,0,1,"(0.9,1]"
7687,"William","Jones",1992,12231,2,2,2,2,0.999606254813491,"William","Jones",1992,12231,"William","Jones",1992,12231,0,0,0,"(0.9,1]"
7688,"Michael","Brown",1971,18826,0,2,2,2,0.985296268614473,"Michael","Brown",1971,18826,"Mxfhaeg","Brown",1971,18826,3,0,0,"(0.9,1]"
7689,"Jane","Smith",1981,12364,0,0,2,2,0.637087109523096,"Jane","Smith",1981,12364,"hane","Sqith",1981,12364,1,1,0,"(0.6,0.7]"
7690,"William","Davis",1986,18649,2,2,0,2,0.953764941384782,"William","Davis",1986,18649,"William","Davis",1988,18649,0,0,2,"(0.9,1]"
7691,"Emma","Brown",1997,18061,2,0,2,2,0.9851868388166,"Emma","Brown",1997,18061,"Emma","crrmi",1997,18061,0,4,0,"(0.9,1]"
7692,"Emily","Rodriguez",1997,14661,2,2,2,2,0.999606254813491,"Emily","Rodriguez",1997,14661,"Emily","Rodriguez",1997,14661,0,0,0,"(0.9,1]"
7693,"Michael","Miller",1990,16128,0,2,2,2,0.985296268614473,"Michael","Miller",1990,16128,"vibhuol","Miller",1990,16128,4,0,0,"(0.9,1]"
7694,"David","Miller",1991,19707,2,2,2,2,0.999606254813491,"David","Miller",1991,19707,"David","Miller",1991,19707,0,0,0,"(0.9,1]"
7695,"William","Miller",1991,10456,0,2,2,2,0.985296268614473,"William","Miller",1991,10456,"tfxrwlk","Miller",1991,10456,7,0,0,"(0.9,1]"
7696,"Michael","Garcia",1972,16280,2,2,2,2,0.999606254813491,"Michael","Garcia",1972,16280,"Michael","Garcia",1972,16280,0,0,0,"(0.9,1]"
7697,"James","Smith",1972,14609,2,0,2,2,0.9851868388166,"James","Smith",1972,14609,"James","jmith",1972,14609,0,1,0,"(0.9,1]"
7698,"Jane","Rodriguez",1983,17420,2,2,0,2,0.953764941384782,"Jane","Rodriguez",1983,17420,"Jane","Rodriguez",1985,17420,0,0,2,"(0.9,1]"
7699,"James","Smith",1987,16497,2,2,2,2,0.999606254813491,"James","Smith",1987,16497,"James","Smith",1987,16497,0,0,0,"(0.9,1]"
7700,"David","Martinez",1981,16885,2,2,0,2,0.953764941384782,"David","Martinez",1981,16885,"David","Martinez",1983,16885,0,0,2,"(0.9,1]"
7701,"Olivia","Johnson",1978,12506,0,0,2,2,0.637087109523096,"Olivia","Johnson",1978,12506,"qlthll","Johnkou",1978,12506,5,2,0,"(0.6,0.7]"
7702,"Jane","Garcia",1972,14501,2,0,2,2,0.9851868388166,"Jane","Garcia",1972,14501,"Jane","Garcxa",1972,14501,0,1,0,"(0.9,1]"
7703,"Sarah","Smith",1976,18687,2,2,2,2,0.999606254813491,"Sarah","Smith",1976,18687,"Sarah","Smith",1976,18687,0,0,0,"(0.9,1]"
7704,"Emily","Williams",1998,12396,2,2,2,2,0.999606254813491,"Emily","Williams",1998,12396,"Emily","Williams",1998,12396,0,0,0,"(0.9,1]"
7705,"James","Davis",1987,12631,0,0,2,2,0.637087109523096,"James","Davis",1987,12631,"rames","jambr",1987,12631,1,4,0,"(0.6,0.7]"
7706,"James","Brown",1975,17763,2,2,0,2,0.953764941384782,"James","Brown",1975,17763,"James","Brown",1974,17763,0,0,1,"(0.9,1]"
7707,"William","Smith",1978,16687,0,2,2,2,0.985296268614473,"William","Smith",1978,16687,"qrsjkdh","Smith",1978,16687,7,0,0,"(0.9,1]"
7708,"Sarah","Williams",1991,12538,2,2,2,2,0.999606254813491,"Sarah","Williams",1991,12538,"Sarah","Williams",1991,12538,0,0,0,"(0.9,1]"
7709,"William","Davis",1973,17968,2,2,2,2,0.999606254813491,"William","Davis",1973,17968,"William","Davis",1973,17968,0,0,0,"(0.9,1]"
7710,"Emma","Rodriguez",1985,14547,2,0,2,2,0.9851868388166,"Emma","Rodriguez",1985,14547,"Emma","xnhrfppzx",1985,14547,0,8,0,"(0.9,1]"
7711,"Sarah","Jones",1985,14344,2,0,2,2,0.9851868388166,"Sarah","Jones",1985,14344,"Sarah","Jnnes",1985,14344,0,1,0,"(0.9,1]"
7712,"Sarah","Smith",1980,13120,0,2,0,2,0.352540029046541,"Sarah","Smith",1980,13120,"oarnh","Smith",1978,13120,2,0,2,"(0.3,0.4]"
7713,"Sarah","Brown",1993,16116,0,2,2,2,0.985296268614473,"Sarah","Brown",1993,16116,"zawve","Brown",1993,16116,4,0,0,"(0.9,1]"
7714,"Michael","Davis",1974,14943,0,0,2,2,0.637087109523096,"Michael","Davis",1974,14943,"vdzqxvc","cavis",1974,14943,7,1,0,"(0.6,0.7]"
7715,"Emma","Williams",1982,11966,2,2,2,2,0.999606254813491,"Emma","Williams",1982,11966,"Emma","Williams",1982,11966,0,0,0,"(0.9,1]"
7716,"Emily","Miller",1975,10198,0,2,2,2,0.985296268614473,"Emily","Miller",1975,10198,"imyry","Miller",1975,10198,3,0,0,"(0.9,1]"
7717,"David","Rodriguez",1972,16250,0,2,0,2,0.352540029046541,"David","Rodriguez",1972,16250,"Dqvid","Rodriguez",1971,16250,1,0,1,"(0.3,0.4]"
7718,"Michael","Garcia",1990,16861,2,2,0,2,0.953764941384782,"Michael","Garcia",1990,16861,"Michael","Garcia",1992,16861,0,0,2,"(0.9,1]"
7719,"James","Johnson",1972,11531,2,2,2,2,0.999606254813491,"James","Johnson",1972,11531,"James","Johnson",1972,11531,0,0,0,"(0.9,1]"
7720,"William","Jones",1998,19073,2,2,2,2,0.999606254813491,"William","Jones",1998,19073,"William","Jones",1998,19073,0,0,0,"(0.9,1]"
7721,"Sarah","Garcia",1990,17410,2,2,2,2,0.999606254813491,"Sarah","Garcia",1990,17410,"Sarah","Garcia",1990,17410,0,0,0,"(0.9,1]"
7722,"Olivia","Garcia",1976,13792,0,0,2,2,0.637087109523096,"Olivia","Garcia",1976,13792,"Olivoa","hyvowf",1976,13792,1,6,0,"(0.6,0.7]"
7723,"Emma","Brown",1982,17690,0,2,2,2,0.985296268614473,"Emma","Brown",1982,17690,"yrtt","Brown",1982,17690,4,0,0,"(0.9,1]"
7724,"Emma","Jones",1981,11485,2,2,2,2,0.999606254813491,"Emma","Jones",1981,11485,"Emma","Jones",1981,11485,0,0,0,"(0.9,1]"
7725,"Sarah","Miller",1992,13306,2,2,2,2,0.999606254813491,"Sarah","Miller",1992,13306,"Sarah","Miller",1992,13306,0,0,0,"(0.9,1]"
7726,"John","Brown",1994,10595,2,2,2,2,0.999606254813491,"John","Brown",1994,10595,"John","Brown",1994,10595,0,0,0,"(0.9,1]"
7727,"Emily","Jones",1975,19538,0,2,2,2,0.985296268614473,"Emily","Jones",1975,19538,"Ewily","Jones",1975,19538,1,0,0,"(0.9,1]"
7728,"John","Brown",1987,12727,2,2,0,2,0.953764941384782,"John","Brown",1987,12727,"John","Brown",1986,12727,0,0,1,"(0.9,1]"
7729,"David","Garcia",1988,12900,2,2,2,2,0.999606254813491,"David","Garcia",1988,12900,"David","Garcia",1988,12900,0,0,0,"(0.9,1]"
7730,"Olivia","Jones",1983,11309,2,2,0,2,0.953764941384782,"Olivia","Jones",1983,11309,"Olivia","Jones",1985,11309,0,0,2,"(0.9,1]"
7731,"Olivia","Smith",1986,14648,2,2,2,2,0.999606254813491,"Olivia","Smith",1986,14648,"Olivia","Smith",1986,14648,0,0,0,"(0.9,1]"
7732,"Olivia","Miller",1992,18754,2,2,2,2,0.999606254813491,"Olivia","Miller",1992,18754,"Olivia","Miller",1992,18754,0,0,0,"(0.9,1]"
7733,"William","Jones",1973,10160,0,2,2,2,0.985296268614473,"William","Jones",1973,10160,"jilktab","Jones",1973,10160,4,0,0,"(0.9,1]"
7734,"Emily","Davis",1993,17813,2,2,2,2,0.999606254813491,"Emily","Davis",1993,17813,"Emily","Davis",1993,17813,0,0,0,"(0.9,1]"
7735,"William","Jones",1985,14666,0,2,2,2,0.985296268614473,"William","Jones",1985,14666,"fhfwcqm","Jones",1985,14666,6,0,0,"(0.9,1]"
7736,"David","Davis",1975,12608,2,0,2,2,0.9851868388166,"David","Davis",1975,12608,"David","Davix",1975,12608,0,1,0,"(0.9,1]"
7737,"James","Garcia",1997,13954,2,2,2,2,0.999606254813491,"James","Garcia",1997,13954,"James","Garcia",1997,13954,0,0,0,"(0.9,1]"
7738,"James","Johnson",1983,14150,2,2,2,2,0.999606254813491,"James","Johnson",1983,14150,"James","Johnson",1983,14150,0,0,0,"(0.9,1]"
7739,"Emma","Rodriguez",1985,12257,2,2,0,2,0.953764941384782,"Emma","Rodriguez",1985,12257,"Emma","Rodriguez",1983,12257,0,0,2,"(0.9,1]"
7740,"Olivia","Rodriguez",1984,19612,0,2,2,2,0.985296268614473,"Olivia","Rodriguez",1984,19612,"glsuia","Rodriguez",1984,19612,3,0,0,"(0.9,1]"
7741,"Olivia","Davis",1984,12114,0,2,0,2,0.352540029046541,"Olivia","Davis",1984,12114,"Odixik","Davis",1985,12114,3,0,1,"(0.3,0.4]"
7742,"David","Smith",1974,10160,2,2,2,2,0.999606254813491,"David","Smith",1974,10160,"David","Smith",1974,10160,0,0,0,"(0.9,1]"
7743,"Sarah","Johnson",1996,19970,0,2,2,2,0.985296268614473,"Sarah","Johnson",1996,19970,"ltryh","Johnson",1996,19970,3,0,0,"(0.9,1]"
7744,"Michael","Rodriguez",1975,18621,2,2,0,2,0.953764941384782,"Michael","Rodriguez",1975,18621,"Michael","Rodriguez",1977,18621,0,0,2,"(0.9,1]"
7745,"John","Martinez",1985,17458,2,2,2,2,0.999606254813491,"John","Martinez",1985,17458,"John","Martinez",1985,17458,0,0,0,"(0.9,1]"
7746,"Sarah","Miller",1986,12708,2,0,2,2,0.9851868388166,"Sarah","Miller",1986,12708,"Sarah","Mqlder",1986,12708,0,2,0,"(0.9,1]"
7747,"John","Johnson",1975,13984,2,0,0,2,0.350824129674507,"John","Johnson",1975,13984,"John","koiuqre",1977,13984,0,6,2,"(0.3,0.4]"
7748,"Olivia","Jones",1992,19998,0,2,2,2,0.985296268614473,"Olivia","Jones",1992,19998,"Olivba","Jones",1992,19998,1,0,0,"(0.9,1]"
7749,"John","Rodriguez",1982,10955,2,2,0,2,0.953764941384782,"John","Rodriguez",1982,10955,"John","Rodriguez",1980,10955,0,0,2,"(0.9,1]"
7750,"David","Davis",1979,14501,2,2,2,2,0.999606254813491,"David","Davis",1979,14501,"David","Davis",1979,14501,0,0,0,"(0.9,1]"
7751,"Olivia","Martinez",1982,12071,0,2,2,2,0.985296268614473,"Olivia","Martinez",1982,12071,"Olnyka","Martinez",1982,12071,3,0,0,"(0.9,1]"
7752,"Emily","Jones",1976,11717,2,0,0,2,0.350824129674507,"Emily","Jones",1976,11717,"Emily","vxuep",1978,11717,0,4,2,"(0.3,0.4]"
7753,"Sarah","Smith",1996,11062,2,0,2,2,0.9851868388166,"Sarah","Smith",1996,11062,"Sarah","wmbvu",1996,11062,0,4,0,"(0.9,1]"
7754,"Jane","Martinez",1972,18763,2,2,2,2,0.999606254813491,"Jane","Martinez",1972,18763,"Jane","Martinez",1972,18763,0,0,0,"(0.9,1]"
7755,"Michael","Davis",1972,18940,2,2,2,2,0.999606254813491,"Michael","Davis",1972,18940,"Michael","Davis",1972,18940,0,0,0,"(0.9,1]"
7756,"William","Jones",1993,12866,2,2,0,2,0.953764941384782,"William","Jones",1993,12866,"William","Jones",1994,12866,0,0,1,"(0.9,1]"
7757,"David","Garcia",1993,15324,2,2,2,2,0.999606254813491,"David","Garcia",1993,15324,"David","Garcia",1993,15324,0,0,0,"(0.9,1]"
7758,"Olivia","Brown",1989,14823,0,2,2,2,0.985296268614473,"Olivia","Brown",1989,14823,"Olozei","Brown",1989,14823,4,0,0,"(0.9,1]"
7759,"William","Jones",1998,12170,2,2,2,2,0.999606254813491,"William","Jones",1998,12170,"William","Jones",1998,12170,0,0,0,"(0.9,1]"
7760,"Michael","Jones",1977,13996,2,2,2,2,0.999606254813491,"Michael","Jones",1977,13996,"Michael","Jones",1977,13996,0,0,0,"(0.9,1]"
7761,"Olivia","Davis",1972,17193,2,2,2,2,0.999606254813491,"Olivia","Davis",1972,17193,"Olivia","Davis",1972,17193,0,0,0,"(0.9,1]"
7762,"William","Martinez",1995,18550,2,2,2,2,0.999606254813491,"William","Martinez",1995,18550,"William","Martinez",1995,18550,0,0,0,"(0.9,1]"
7763,"Michael","Rodriguez",1982,12365,2,2,2,2,0.999606254813491,"Michael","Rodriguez",1982,12365,"Michael","Rodriguez",1982,12365,0,0,0,"(0.9,1]"
7764,"Olivia","Miller",1979,11196,0,0,2,2,0.637087109523096,"Olivia","Miller",1979,11196,"Ookoum","Mijler",1979,11196,5,1,0,"(0.6,0.7]"
7765,"William","Williams",1978,19708,2,2,2,2,0.999606254813491,"William","Williams",1978,19708,"William","Williams",1978,19708,0,0,0,"(0.9,1]"
7766,"Jane","Rodriguez",1977,17074,2,2,2,2,0.999606254813491,"Jane","Rodriguez",1977,17074,"Jane","Rodriguez",1977,17074,0,0,0,"(0.9,1]"
7767,"Jane","Smith",1989,13278,0,2,2,2,0.985296268614473,"Jane","Smith",1989,13278,"kaqe","Smith",1989,13278,2,0,0,"(0.9,1]"
7768,"John","Garcia",1974,11983,2,0,2,2,0.9851868388166,"John","Garcia",1974,11983,"John","jifqsw",1974,11983,0,6,0,"(0.9,1]"
